Title,Singer,Year,Lyricist,Lyrics,Status
仿如隔世,彭羚,1996,林夕,"一身的酒氣 何以我會認得你
再怎麼講 都不算美 當天我太自欺
是多麼詭祕 誰信我會認識你
最好光陰 交給了你 委屈了我自己
記不起 當天怎相戀已是謎
如像隔世 今天竟找不著話題
曾多麼珍惜的東西
經不起一點風霜洗禮
再希罕 都可以代替
是深深不忿 何以過去被擁吻
滿身色彩 怎可配襯 一張臉太陌生
記憶中的你 難以再愛亦吸引
也許今天 不應再見 沾污了那情感
記不起 當天怎相戀已是謎
如像隔世 今天竟找不著話題
曾多麼珍惜的東西
經不起一點風霜洗禮
再希罕 都可以代替
一早知不應該肯相信會有永遠愛情
連最簡單的追憶 也變得不堪一擊
竟想不起 當天怎麼可以著迷
如像隔世 今天竟找不著話題
曾多麼珍惜的東西
經不起一點風霜洗禮
再希罕 都找得到代替












歌曲
：
仿如隔世


演唱
：
彭羚


專輯
：
Emi星聲傳集之彭羚


發行
：
2002-02


作詞
：
林夕


作曲
：
張宇/何啟弘",google
每日一事先,趙學而,1996,李敏,"如時針　愛念每刻運行
每一秒一分　仍在構想入神
夜裡夢裡真愛來臨
日裡未有發生
仍狂想　這幻覺多逼真
聽到你聲音　猶像置身白雲
是我未壓仰的興奮
令我樂意傾心
每隔兩秒我都想起你
但我不懂使你心歡喜
每隔兩秒我都想起你
完全忘掉了自己
愛　會變成真　兩分鐘的熱吻
成為現實愛人　誰願夢裡白等
愛那有原因　兩心只須合襯
然後慢慢兩人　情難自禁　再熱吻
人情深　我是過於天真
不去關燈　全為怕這黑暗
願你夜裡給點指引　共結伴過一生












歌曲
：
每隔兩秒


演唱
：
趙學而


專輯
：
最好慢慢來


發行
：
2000-06-20


作詞
：
李敏


作曲
：
曾加謀",google
默契,鄭秀文,1996,,"就是離別過 就是懷念過 便清楚愛怎出錯
zau6 si6 lei4 bit6 gwo3 zau6 si6 waai4 nim6 gwo3 bin6 cing1 co2 oi3 zam2 ceot1 co3/cok3
便清楚你真的愛我 但往日我很傻
bin6 cing1 co2 nei5 zan1 dik1 oi3 ngo5 daan6 wong5 jat6 ngo5 han2 so4

就是常做錯 就是求自我 未珍惜身邊一個
zau6 si6 soeng4 zou6 co3/cok3 zau6 si6 kau4 zi6 ngo5 mei6 zan1 sik1 san1 bin1 jat1 go3
在此生再不想錯過 從年月裏 能全部看清楚
zoi6 ci2 sang1/saang1 zoi3 bat1 soeng2 co3/cok3 gwo3 cung4 nin4 jyut6 leoi5 nang4 cyun4 bou6 hon3 cing1 co2

由始至終 只有你一位 難以代替 愛得多仔細
jau4 ci2 zi3 zung1 zi2 jau5 nei5 jat1 wai6 naan4/naan6 ji5 doi6 tai3 oi3 dak1 do1 zai2/zi2 sai3
靜看着對方無言語 仍然是覺安慰
zing6 hon3 zoek6/ deoi3 fong1 mou4 jin4 jyu5/jyu6 jing4 jin4 si6 gok3/gaau3 on1 wai3
明天世間 怎去作估計 和你默契 愛一生一世
ming4 tin1 sai3 gaan13 zam2 heoi3 zok3 gu2 gai3 wo4 nei5 mak6 kai3 oi3 jat1 sang1/saang1 jat1 sai3
是你令人生能完美 誰人及你 等於我一切
si6 nei5 ling6 jan4 sang1/saang1 nang4 jyun4 mei5 seoi4 jan4 kap6 nei5 dang2 jyu1 ngo5 jat1 cai3

電影 百分百感覺2 主題曲
din6 jing2 baak3 fan1/fan6 baak3 gam2 gok3/gaau3 2 zyu2 tai4 kuk1",matched
奇妙旅程,陳慧嫻,1996,,"各自睏倦 各自意亂 各自各在極端
gok3 zi6 kwan3 gyun6 gok3 zi6 ji3 lyun6 gok3 zi6 gok3 zoi6 gik6 dyun1
既是厭倦 爽快走遠 這份愛情像中斷
gei3 si6 jim3 gyun6 song2 faai3 zau2 jyun5 ze5 fan6 oi3 cing4 zoeng6 zung1 dyun6/dyun3/tyun5
看見你背影人漸遠
hon3 gin3 nei5 bui6 jing2 jan4 zim6 jyun5

繼續過活 繼續約會 繼續盼望熱戀
gai3 zuk6 gwo3 wut6 gai3 zuk6 joek3 wui gai3 zuk6 paan3 mong6 jit6 lyun2
卻在掛念 失去的你 去越遠人越掛牽
koek3 zoi6 gwaa3 nim6 sat1 heoi3 dik1 nei5 heoi3 jyut6 jyun5 jan4 jyut6 gwaa3 hin1
誰爲我心打算 失意時來爲我贈暖
seoi4 wai46 ngo5 sam1 daa2 syun3 sat1 ji3 si4 loi4 wai46 ngo5 zang6 nyun5
終於這刻再遇你便明白
zung1 jyu1 ze5 hak1 zoi3 jyu6 nei5 bin6 ming4 baak6
原來我使你深眷戀
jyun4 loi4 ngo5 si2 nei5 sam1 gyun3 lyun2
互相一再兜圈
wu6 soeng13 jat1 zoi3 dau1 hyun1

什麼一生不會太多 什麼的心可留下我
sam6 mo1 jat1 sang1/saang1 bat1 wui taai3 do1 sam6 mo1 dik1 sam1 ho2 lau4 haa6 ngo5
覓尋什麼總不退後
mik6 cam4 sam6 mo1 zung2 bat1 teoi3 hau6
誰共我結伴上路驚喜更多
seoi4 gung6 ngo5 git3 bun6 soeng56 lou6 geng1/ging1 hei2 gang13 do1
熱戀一生不會太多 認真的心可留下我
jit6 lyun2 jat1 sang1/saang1 bat1 wui taai3 do1 jing6 zan1 dik1 sam1 ho2 lau4 haa6 ngo5
共同夢想總不退後
gung6 tung4 mung6 soeng2 zung2 bat1 teoi3 hau6
無盡愛奇妙旅程你共我
mou4 zeon6 oi3 kei4 miu6 leoi5 cing4 nei5 gung6 ngo5
同步過無限旅程愛像火
tung4 bou6 gwo3 mou4 haan6 leoi5 cing4 oi3 zoeng6 fo2",matched
呼吸,梁漢文,1996,陳少琪,"夜 像無語
je6 zoeng6 mou4 jyu5/jyu6
積壓着每一個字
zik1 aat3 zoek6/ mui5 jat1 go3 zi6
心裏是狂意
sam1 leoi5 si6 kwong4 ji3
仍無言語 來好好講一次
jing4 mou4 jin4 jyu5/jyu6 loi4 hou2 hou2 gong2 jat1 ci3

夜 具含意
je6 geoi6 ham4 ji3
心跳亦有我的暗示
sam1 tiu3 jik6 jau5 ngo5 dik1 am3 si6
雙眼任嘗試
soeng1 ngaan5 jam6 soeng4 si3
仍然遲遲難傾出心思
jing4 jin4 ci4 ci4 naan4/naan6 king1 ceot1 sam1 si1

你若領會我的心事
nei5 joek6 ling5/leng5 wui ngo5 dik1 sam1 si6
空氣內已說出無盡意思
hung1 hei3 noi6 ji5 syut3 ceot1 mou4 zeon6 ji3 si1

呼吸你花般黑髮氣味
fu1 kap1 nei5 faa1 bun1 hak1 faat3 hei3 mei6
呼吸身邊精彩天與地
fu1 kap1 san1 bin1 zing1 coi2 tin1 jyu5 dei6
呼吸你那瞳孔啡黑的對比如夢遠飛
fu1 kap1 nei5 naa5 tung4 hung2 fe1 hak1 dik1 deoi3 bei2 jyu4 mung6 jyun5 fei1
呼吸你身體戀愛氣味
fu1 kap1 nei5 san1 tai2 lyun2 oi3 hei3 mei6
呼吸窗邊星光的細膩
fu1 kap1 coeng1 bin1 sing1 gwong1 dik1 sai3 nei6
呼吸每個純真祝福和讚美
fu1 kap1 mui5 go3 seon4 zan1 zuk1 fuk1 wo4 zaan3 mei5
經擁吻輸送給你
ging1 jung2 man5 syu1 sung3 kap1 nei5",matched
友情歲月,鄭伊健,1996,蒙面歌王,"消失的光陰散在風裏
siu1 sat1 dik1 gwong1 jam1 saan2/saan3 zoi6 fung1 leoi5
彷彿想不起再面對
fong2 fat1 soeng2 bat1 hei2 zoi3 min6 deoi3
流浪日子 你在伴隨 有緣再聚
lau4 long6 jat6 zi2 nei5 zoi6 bun6 ceoi4 jau5 jyun4 zoi3 zeoi6

天真的聲音已在減退
tin1 zan1 dik1 sing1/seng1 jam1 ji5 zoi6 gaam2 teoi3
彼此爲着目標相距
bei2 ci2 wai46 zoek6/ muk6 biu1 soeng13 keoi5
凝望夜空 往日是誰 領會心中疲累
jing4 mong6 je6 hung1 wong5 jat6 si6 seoi4 ling5/leng5 wui sam1 zung1 pei4 leoi5/leoi6

來忘掉錯對 來懷念過去
loi4 mong4 diu6 co3/cok3 deoi3 loi4 waai4 nim6 gwo3 heoi3
曾共渡患難日子總有樂趣
cang4 gung6 dou6 waan6 naan4/naan6 jat6 zi2 zung2 jau5 lok6/ngok6 ceoi3
不相信會絕望 不感覺到躊躇
bat1 soeng13 seon3 wui zyut6 mong6 bat1 gam2 gok3/gaau3 dou3 cau4 cyu1
在美夢裏競爭 每日拼命進取
zoi6 mei5 mung6 leoi5 ging6 zang1/zaang1 mui5 jat6 ping1 ming6/meng6 zeon3 ceoi2

奔波的風雨裏 不羈的醒與醉
ban1 bo1 dik1 fung1 jyu5 leoi5 bat1 gei1 dik1 sing2/seng2 jyu5 zeoi3
所有故事像已發生飄泊歲月裏
so2 jau5 gu3 si6 zoeng6 ji5 faat3 sang1/saang1 piu1 bok6 seoi3 jyut6 leoi5
風吹過已靜下 將心意再還誰
fung1 ceoi1 gwo3 ji5 zing6 haa6 zoeng1 sam1 ji3 zoi3 waan4 seoi4
讓眼淚已帶走夜憔悴
joeng6 ngaan5 leoi6 ji5 daai3 zau2 je6 ciu4 seoi6",matched
暗裡著迷,劉德華,1996,林振強,"可不可不要這麼樣徘徊在目光內
ho2 bat1 ho2 bat1 jiu3 ze5 mo1 joeng6 pui4 wui4 zoi6 muk6 gwong1 noi6
你會發覺到我根本寂寞難耐
nei5 wui faat3 gok3/gaau3 dou3 ngo5 gan1 bun2 zik6 mok6 naan4/naan6 noi6
即使千多百個深夜曾在夢境內
zik1 si2 cin1 do1 baak3 go3 sam1 je6 cang4 zoi6 mung6 ging2 noi6
我有吻過你這畢竟並沒存在
ngo5 jau5 man5 gwo3 nei5 ze5 bat1 ging2 bing6 mut6 cyun4 zoi6
人聲車聲開始消和逝
jan4 sing1/seng1 ce1 sing1/seng1 hoi1 ci2 siu1 wo4 sai6
無聲掙扎有個情感奴隸
mou4 sing1/seng1 zaang6/zang1/zaang1 zaat3 jau5 go3 cing4 gam2 nou4 dai6
是我多麼的想她但我偏偏只得無盡嘆喟
si6 ngo5 do1 mo1 dik1 soeng2 taa1 daan6 ngo5 pin1 pin1 zi2 dak1 mou4 zeon6 taan3 wai2

其實每次見你我也着迷
kei4 sat6 mui5 ci3 gin3 nei5 ngo5 jaa5 zoek6/ mai4
無奈你我各有角色範圍
mou4 noi6 nei5 ngo5 gok3 jau5 gok3 sik1 faan6 wai4
就算在寂寞夢內超出好友關係
zau6 syun3 zoi6 zik6 mok6 mung6 noi6 ciu1 ceot1 hou2 jau5 gwaan1 hai6
唯在暗裏愛你暗裏着迷
wai4 zoi6 am3 leoi5 oi3 nei5 am3 leoi5 zoek6/ mai4
無謂要你惹上各種問題
mou4 wai6 jiu3 nei5 je5 soeng56 gok3 zung2 man6 tai4
共我道別吧
gung6 ngo5 dou6 bit6 baa6
別讓空虛使我越軌
bit6 joeng6 hung1 heoi1 si2 ngo5 jyut6 gwai2

就讓空虛把我摧毀
zau6 joeng6 hung1 heoi1 baa2 ngo5 ceoi1 wai2",matched
絕對在乎你,劉德華,1996,林振強,"粗粗的手縱欠秀氣寫詩　空空的手縱欠金衣
卻會為你長年遮風擋雨　至我別去塵世方止
縱說世事裡有對亦有不對
我愛你是百分百絕對
窄路斜路也願伴隨
我越戰越勇當得到你手在手裡
絕對最愛是你是你是你　我是註定要戀你　哪理路裡是怎麼天氣
就算到了逆處絕處盡處　抱你是我的雙臂　我要絕對絕對完全給你
這一雙手永遠愛與你牽　一生都溫暖你的肩
縱會被歲月磨得蒼老　每個誓與盟約不變
愛意絕對絕對長燃不死












歌曲
：
絕對在乎您


演唱
：
劉德華


專輯
：
在乎你[倒轉地球]


發行
：
1996-07


作詞
：
林振強


作曲
：
Dick Lee",google
最激帝國,郭富城,1996,林振強,"激 是這晚夜色 是你我目的
gik1 si6 ze5 maan5 je6 sik1 si6 nei5 ngo5 muk6 dik1
你的我的眼色角色是多麼激
nei5 dik1 ngo5 dik1 ngaan5 sik1 gok3 sik1 si6 do1 mo1 gik1
像有了共識 自你我相識
zoeng6 jau5 liu5 gung6 sik1 zi6 nei5 ngo5 soeng13 sik1
擦出擦出擦出擦出電光霹靂
caat3 ceot1 caat3 ceot1 caat3 ceot1 caat3 ceot1 din6 gwong1 pik1 lik1
靈魂內有天地 內有國度
ling4 wan4 noi6 jau5 tin1 dei6 noi6 jau5 gwok3 dou6
其名字叫最激激激激
kei4 ming4 zi6 giu3 zeoi3 gik1 gik1 gik1 gik1

來愛個激的 來來唱個激的
loi4 oi3 go3 gik1 dik1 loi4 loi4 coeng3 go3 gik1 dik1
來舞個激的 我給你的會最激
loi4 mou5 go3 gik1 dik1 ngo5 kap1 nei5 dik1 wui zeoi3 gik1
來吻個激的 源源不息的激
loi4 man5 go3 gik1 dik1 jyun4 jyun4 bat1 sik1 dik1 gik1
情那有共式 若要活要活得最激
cing4 naa5 jau5 gung6 sik1 joek6 jiu3 wut6 jiu3 wut6 dak1 zeoi3 gik1

激 是獸性月色 是野性汗跡
gik1 si6 sau3 sing3 jyut6 sik1 si6 je5 sing3 hon6 zik1
冷的暖的你的我的亙相交織
laang5 dik1 nyun5 dik1 nei5 dik1 ngo5 dik1 gang2 soeng13 gaau1 zik1
越見你越激 沒再去分析
jyut6 gin3 nei5 jyut6 gik1 mut6 zoi3 heoi3 fan1/fan6 sik1
看得見的看不見的火花千億
hon3 dak1 gin3 dik1 hon3 bat1 gin3 dik1 fo2 faa1 cin1 jik1
齊投入我天地 入我國度
cai4 tau4 jap6 ngo5 tin1 dei6 jap6 ngo5 gwok3 dou6
全情共我去激激激激
cyun4 cing4 gung6 ngo5 heoi3 gik1 gik1 gik1 gik1",matched
聽風的歌,郭富城,1996,,"如果一生必須分開方可以與你再相遇
jyu4 gwo2 jat1 sang1/saang1 bit1 seoi1 fan1/fan6 hoi1 fong1 ho2 ji5 jyu5 nei5 zoi3 soeng13 jyu6
爲何時間 緩緩流過 任讓寂寞凝聚
wai46 ho4 si4 gaan13 wun6 wun6 lau4 gwo3 jam6 joeng6 zik6 mok6 jing4 zeoi6
如今不可跟你再愛只可以刻骨銘心內
jyu4 gam1 bat1 ho2 gan1 nei5 zoi3 oi3 zi2 ho2 ji5 hak1 gwat1 ming4/ming5 sam1 noi6
唯求細聽 從前與你 喜歡的一厥歌
wai4 kau4 sai3 ting1/teng1 cung4 cin4 jyu5 nei5 hei2 fun1 dik1 jat1 kyut3 go1
這首風中的歌 溫柔滿帶愛意
ze5 sau2 fung1 zung1 dik1 go1 wan1 jau4 mun5 daai3 oi3 ji3
猶如情人講故事
jau4 jyu4 cing4 jan4 gong2 gu3 si6
歌中你我已是一生的相依
go1 zung1 nei5 ngo5 ji5 si6 jat1 sang1/saang1 dik1 soeng13 ji1
而活着是這生意義 縱使今天分開
ji4 wut6 zoek6/ si6 ze5 sang1/saang1 ji3 ji6 zung3/zung1 si2 gam1 tin1 fan1/fan6 hoi1
依然信你聽到 纏纏綿綿的愛字
ji1 jin4 seon3 nei5 ting1/teng1 dou3 cin4 cin4 min4 min4 dik1 oi3 zi6
一首愛的歌 永遠盪漾風裏面
jat1 sau2 oi3 dik1 go1 wing5 jyun5 dong6 joeng6 fung1 leoi5 min6
如果一天當你風中聽到了我說過的字
jyu4 gwo2 jat1 tin1 dong13 nei5 fung1 zung1 ting1/teng1 dou3 liu5 ngo5 syut3 gwo3 dik1 zi6
柔情如你 濃情如我 請輕哼這厥歌
jau4 cing4 jyu4 nei5 nung4 cing4 jyu4 ngo5 cing2/ceng2 hing1/heng1 hang1/hng6 ze5 kyut3 go1
如今不可跟你再愛只可以刻骨銘心內
jyu4 gam1 bat1 ho2 gan1 nei5 zoi3 oi3 zi2 ho2 ji5 hak1 gwat1 ming4/ming5 sam1 noi6
唯求細聽 從前與你 喜歡的一厥歌
wai4 kau4 sai3 ting1/teng1 cung4 cin4 jyu5 nei5 hei2 fun1 dik1 jat1 kyut3 go1
這首風中的歌 溫柔滿帶愛意
ze5 sau2 fung1 zung1 dik1 go1 wan1 jau4 mun5 daai3 oi3 ji3
猶如情人講故事
jau4 jyu4 cing4 jan4 gong2 gu3 si6
歌中你我已是一生的相依
go1 zung1 nei5 ngo5 ji5 si6 jat1 sang1/saang1 dik1 soeng13 ji1
而活着是這生意義 縱使今天分開
ji4 wut6 zoek6/ si6 ze5 sang1/saang1 ji3 ji6 zung3/zung1 si2 gam1 tin1 fan1/fan6 hoi1
依然信你聽到 纏纏綿綿的愛字
ji1 jin4 seon3 nei5 ting1/teng1 dou3 cin4 cin4 min4 min4 dik1 oi3 zi6
一首愛的歌 永遠盪漾風裏面
jat1 sau2 oi3 dik1 go1 wing5 jyun5 dong6 joeng6 fung1 leoi5 min6
化身絲絲清風 周旋你那髮鬢
faa3 san1 si1 si1 cing1 fung1 zau1 syun4 nei5 naa5 faat3 ban3
纏纏綿綿緊扣住 即使老去
cin4 cin4 min4 min4 gan2 kau3 zyu6 zik1 si2 lou5 heoi3
也願一生的相依 如落日在晚風裏住
jaa5 jyun6 jat1 sang1/saang1 dik1 soeng13 ji1 jyu4 lok6 jat6 zoi6 maan5 fung1 leoi5 zyu6
這首風中的歌 雖然痛過愛過
ze5 sau2 fung1 zung1 dik1 go1 seoi1 jin4 tung3 gwo3 oi3 gwo3
遺忘從來不太易 心底裏的歌
wai4 mong4 cung4 loi4 bat1 taai3 ji6/jik6 sam1 dai2 leoi5 dik1 go1
盪漾盡是這愛字
dong6 joeng6 zeon2 si6 ze5 oi3 zi6",matched
風花雪,陳慧琳,1996,周禮茂,"從認識 纔信摯愛有不尋而覓
cung4 jing6 sik1 coi4 seon3 zi3 oi3 jau5 bat1 cam4 ji4 mik6
而你我卻也不遺餘力 每天都珍惜
ji4 nei5 ngo5 koek3 jaa5 bat1 wai4 jyu4 lik6 mui5 tin1 dou1 zan1 sik1
就算半瞬一秒 全部放進記憶
zau6 syun3 bun3 seon3 jat1 miu5 cyun4 bou6 fong3 zeon3 gei3 jik1

無吝嗇 情似細雨每天檐前滴
mou4 leon6 sik1 cing4 ci5 sai3 jyu5 mui5 tin1 jim4/sim4 cin4 dik1
流進你我愛海成潮汐 似生生不息
lau4 zeon3 nei5 ngo5 oi3 hoi2 sing4 ciu4 zik6 ci5 sang1/saang1 sang1/saang1 bat1 sik1
話語也永不缺 長夜與摯愛的風花雪
waa6 jyu5/jyu6 jaa5 wing5 bat1 kyut3 coeng4/zoeng2 je6 jyu5 zi3 oi3 dik1 fung1 faa1 syut3

來一杯清風 共醉躺於天空
loi4 jat1 bui1 cing1 fung1 gung6 zeoi3 tong2 jyu1 tin1 hung1
你我與天和地互融
nei5 ngo5 jyu5 tin1 wo4 dei6 wu6 jung4
拿一朵鮮花 遞到我的手中
naa4 jat1 do2/doe2 sin1/sin2 faa1 dai6 dou3 ngo5 dik1 sau2 zung1
我再借向清風相送
ngo5 zoi3 ze3 hoeng3 cing1 fung1 soeng13 sung3

尋一顆飄雪 讓你掛於星空
cam4 jat1 fo2 piu1 syut3 joeng6 nei5 gwaa3 jyu1 sing1 hung1
悠悠地用愛照遍天下情夢
jau4 jau4 dei6 jung6 oi3 ziu3 pin3 tin1 haa6 cing4 mung6
求一世歲月 最美(尾)的一分鐘
kau4 jat1 sai3 seoi3 jyut6 zeoi3 mei5 (mei5) dik1 jat1 fan1/fan6 zung1
你我也擁抱一起 飛蹤
nei5 ngo5 jaa5 jung2 pou5 jat1 hei2 fei1 zung1

曾共釋 如世界到了死亡前夕
cang4 gung6 sik1 jyu4 sai3 gaai3 dou3 liu5 sei2 mong4 cin4 zik6
而你我也有心而無力
ji4 nei5 ngo5 jaa5 jau5 sam1 ji4 mou4 lik6
再不急不迫 語縱也不說
zoi3 bat1 gap1 bat1 baak1/bik1 jyu5/jyu6 zung3/zung1 jaa5 bat1 syut3
長夜與摯愛的 風花雪
coeng4/zoeng2 je6 jyu5 zi3 oi3 dik1 fung1 faa1 syut3",matched
誰願放手,陳慧琳,1996,,"曾某年某一天某地 時間如靜止的空氣
cang4 mau5 nin4 mau5 jat1 tin1 mau5 dei6 si4 gaan13 jyu4 zing6 zi2 dik1 hung1 hei3
你的不羈給我驚喜
nei5 dik1 bat1 gei1 kap1 ngo5 geng1/ging1 hei2
曾說同你闖天與地 曾說無悔今生等你
cang4 syut3 tung4 nei5 cong2 tin1 jyu5 dei6 cang4 syut3 mou4 fui3 gam1 sang1/saang1 dang2 nei5
也不擔心分隔千里
jaa5 bat1 daam1 sam1 fan1/fan6 gaak3 cin1 lei5

多少歡樂常回味 天空中充滿希冀
do1 siu23 fun1 lok6/ngok6 soeng4 wui4 mei6 tin1 hung1 zung1 cung1 mun5 hei1 kei3
祈求再遇上 不放棄不逃避
kei4 kau4 zoi3 jyu6 soeng56 bat1 fong3 hei3 bat1 tou4 bei6
今天失落才明白 默默道理
gam1 tin1 sat1 lok6 coi4 ming4 baak6 mak6 mak6 dou6 lei5
越是懷念你 越怕沒法一起
jyut6 si6 waai4 nim6 nei5 jyut6 paa3 mut6 faat3 jat1 hei2

誰得到過願放手 曾精彩過願挽留
seoi4 dak1 dou3 gwo3 jyun6 fong3 sau2 cang4 zing1 coi2 gwo3 jyun6 waan5 lau4
年年月月逝去越是覺得深愛你
nin4 nin4 jyut6 jyut6 sai6 heoi3 jyut6 si6 gok3/gaau3 dak1 sam1 oi3 nei5
如果失約在這生 毋需相見在某年
jyu4 gwo2 sat1 joek3 zoi6 ze5 sang1/saang1 mou4 seoi1 soeng13 gin3 zoi6 mau5 nin4
完完全全共醉一生也願意
jyun4 jyun4 cyun4 cyun4 gung6 zeoi3 jat1 sang1/saang1 jaa5 jyun6 ji3

來這年這一天這地 重見曾似相識的你
loi4 ze5 nin4 ze5 jat1 tin1 ze5 dei6 cung45/zung6 gin3 cang4 ci5 soeng13 sik1 dik1 nei5
笑得輕鬆中帶傷悲
siu3 dak1 hing1/heng1 sung1 zung1 daai3 soeng1 bei1
談你談我的新趣味 無法忘記當天的美
taam4 nei5 taam4 ngo5 dik1 san1 ceoi3 mei6 mou4 faat3 mong4 gei3 dong13 tin1 dik1 mei5
你的關心不過演戲
nei5 dik1 gwaan1 sam1 bat1 gwo3 jin2 hei3

完完全全共醉他生也願意
jyun4 jyun4 cyun4 cyun4 gung6 zeoi3 taa1 sang1/saang1 jaa5 jyun6 ji3",matched
暗湧,王菲,1996,,"就算天空再深 看不出裂痕 眉頭仍聚滿密雲

就算一屋暗燈 照不穿我身 仍可反映你心

讓這口煙跳昇 我身軀下沉 曾多麼想多麼想貼近

你的心和眼口和耳亦沒緣份 我都捉不緊



害怕悲劇重演 我的命中命中 越美麗的東西我越不可碰

歷史在重演 這麼煩囂城中 沒理由相戀可以沒有暗湧

其實我再去愛惜你又有何用 難道這次我抱緊你未必落空



仍靜候著你說我別錯用神 甚麼我都有預感

然後睜不開兩眼 看命運光臨 然後天空又再湧起密雲



就算天空再深 看不出裂痕 眉頭仍聚滿密雲

就算一屋暗燈 照不穿我身 仍可反映你心

讓這口煙跳昇 我身軀下沉 曾多麼想多麼想貼近

你的心和眼口和耳亦沒緣份 我都捉不緊



害怕悲劇重演 我的命中命中 越美麗的東西我越不可碰

歷史在重演 這麼煩囂城中 沒理由相戀可以沒有暗湧

其實我再去愛惜你又有何用 難道這次我抱緊你未必落空



仍靜候著你說我別錯用神 甚麼我都有預感

然後睜不開兩眼 看命運光臨 然後天空又再湧起密雲



仍靜候著你說我別錯用神 甚麼我都有預感

然後睜不開兩眼 看命運光臨 然後天空又再湧起密雲



然後天空又再湧起密雲",google
放不低,鄭秀文,1996,,"是你故意欺騙 怪在我太過心軟
si6 nei5 gu3 ji3 hei1 pin3 gwaai3 zoi6 ngo5 taai3 gwo3 sam1 jyun5
你的真話就 等於夢囈 與謊言
nei5 dik1 zan1 waa6 zau6 dang2 jyu1 mung6 ngai6 jyu5 fong1 jin4
無奈你說得太自然 令我聽了也能熱暖
mou4 noi6 nei5 syut3 dak1 taai3 zi6 jin4 ling6 ngo5 ting1/teng1 liu5 jaa5 nang4 jit6 nyun5
甜言蜜語 原來又一次食言
tim4 jin4 mat6 jyu5/jyu6 jyun4 loi4 jau6 jat1 ci3 sik6 jin4
是你對我改變 你別說世界轉變
si6 nei5 deoi3 ngo5 goi2 bin3 nei5 bit6 syut3 sai3 gaai3 zyun2/zyun3 bin3
解釋得混亂 千絲萬段 太多糾纏
gaai2 sik1 dak1 wan6 lyun6 cin1 si1 maan6 dyun6 taai3 do1 gau2/dau2 cin4
誰沒興致守這諾言
seoi4 mut6 hing1/hing3 zi3 sau2 ze5 nok6 jin4
但卻對我再全心詐騙
daan6 koek3 deoi3 ngo5 zoi3 cyun4 sam1 zaa3 pin3
胡言亂語 任你講足半天
wu4 jin4 lyun6 jyu5/jyu6 jam6 nei5 gong2 zuk1 bun3 tin1
爲何永遠放不低 爲何錯愛這一位
wai46 ho4 wing5 jyun5 fong3 bat1 dai1 wai46 ho4 co3/cok3 oi3 ze5 jat1 wai6
但求仍然維繫 不惜一切 我爲你執迷
daan6 kau4 jing4 jin4 wai4 hai6 bat1 sik1 jat1 cai3 ngo5 wai46 nei5 zap1 mai4
爲何永遠放不低 任情愛控制身體
wai46 ho4 wing5 jyun5 fong3 bat1 dai1 jam6 cing4 oi3 hung3 zai3 san1 tai2
任誰關心 仍未可把你代替
jam6 seoi4 gwaan1 sam1 jing4 mei6 ho2 baa2 nei5 doi6 tai3
(是明知的 仍願將心意白費)
(si6 ming4 zi1 dik1 jing4 jyun6 zoeng1 sam1 ji3 baak6 fai3)",matched
